time,cpu_usage,memory_usage
2024-01-12 08:47:00,51.0,45.9
2024-01-12 08:47:05,50.8,45.9
2024-01-12 08:47:10,50.6,45.9
2024-01-12 08:47:15,50.9,45.9
2024-01-12 08:47:20,51.1,45.8
2024-01-12 08:47:25,50.9,45.8
2024-01-12 08:47:30,50.8,45.8
2024-01-12 08:47:35,50.9,45.8
2024-01-12 08:47:40,51.0,45.8
2024-01-12 08:47:45,50.9,45.8
2024-01-12 08:47:50,51.1,45.8
2024-01-12 08:47:55,51.1,45.8
2024-01-12 08:48:00,50.7,45.8
2024-01-12 08:48:05,50.7,45.8
2024-01-12 08:48:10,51.0,45.8
2024-01-12 08:48:15,50.6,45.8
2024-01-12 08:48:20,50.6,45.8
2024-01-12 08:48:25,50.9,45.8
2024-01-12 08:48:30,50.7,45.8
2024-01-12 08:48:35,51.0,45.8
2024-01-12 08:48:40,50.7,45.8
2024-01-12 08:48:45,50.7,45.8
2024-01-12 08:48:50,50.5,45.8
2024-01-12 08:48:55,50.7,45.8
2024-01-12 08:49:00,51.1,45.8
2024-01-12 08:49:05,50.6,45.8
2024-01-12 08:49:10,50.8,45.8
2024-01-12 08:49:15,50.7,45.8
2024-01-12 08:49:20,50.5,45.8
2024-01-12 08:49:25,51.1,45.8
2024-01-12 08:49:30,50.9,45.8
2024-01-12 08:49:35,50.8,45.8
2024-01-12 08:49:40,50.9,45.8
2024-01-12 08:49:45,50.9,45.8
2024-01-12 08:49:50,51.1,45.8
2024-01-12 08:49:55,51.2,45.8
2024-01-12 08:50:00,50.8,45.8
2024-01-12 08:50:05,50.7,45.8
2024-01-12 08:50:10,50.9,45.8
2024-01-12 08:50:15,51.0,45.8
2024-01-12 08:50:20,50.9,45.9
2024-01-12 08:50:25,51.0,45.8
2024-01-12 08:50:30,50.8,45.8
2024-01-12 08:50:35,50.7,45.8
2024-01-12 08:50:40,50.8,45.8
2024-01-12 08:50:45,51.5,45.8
2024-01-12 08:50:50,50.8,45.8
2024-01-12 08:50:55,50.7,45.8
2024-01-12 08:51:00,51.0,45.8
2024-01-12 08:51:05,50.8,45.8
2024-01-12 08:51:10,50.9,45.8
2024-01-12 08:51:15,50.9,45.8
2024-01-12 08:51:20,50.7,45.8
2024-01-12 08:51:25,50.8,45.8
2024-01-12 08:51:30,50.8,45.8
2024-01-12 08:51:35,51.0,45.8
2024-01-12 08:51:40,51.1,45.8
2024-01-12 08:51:45,50.9,45.7
2024-01-12 08:51:50,51.0,45.8
2024-01-12 08:51:55,51.0,45.7
2024-01-12 08:52:00,50.7,45.7
2024-01-12 08:52:05,50.8,45.8
2024-01-12 08:52:10,51.6,45.7
2024-01-12 08:52:15,50.8,45.9
2024-01-12 08:52:20,50.7,45.7
2024-01-12 08:52:25,50.7,45.7
2024-01-12 08:52:30,50.7,45.7
2024-01-12 08:52:35,50.9,45.7
2024-01-12 08:52:40,50.9,45.7
2024-01-12 08:52:45,50.8,45.7
2024-01-12 08:52:50,50.8,45.7
2024-01-12 08:52:55,51.1,45.7
2024-01-12 08:53:00,51.5,45.7
2024-01-12 08:53:05,51.2,45.7
2024-01-12 08:53:10,51.0,45.7
2024-01-12 08:53:15,50.8,45.7
2024-01-12 08:53:20,50.7,45.7
2024-01-12 08:53:25,50.7,45.7
2024-01-12 08:53:30,51.2,45.7
2024-01-12 08:53:35,50.6,45.7
2024-01-12 08:53:40,50.8,45.8
2024-01-12 08:53:45,50.9,45.8
2024-01-12 08:53:50,50.8,45.7
2024-01-12 08:53:55,51.0,45.8
2024-01-12 08:54:00,50.7,45.8
2024-01-12 08:54:05,50.7,45.8
2024-01-12 08:54:10,50.8,45.7
2024-01-12 08:54:15,50.6,45.7
2024-01-12 08:54:20,50.8,45.7
2024-01-12 08:54:25,50.7,45.7
2024-01-12 08:54:30,50.8,45.7
2024-01-12 08:54:35,50.9,45.7
2024-01-12 08:54:40,51.6,45.8
2024-01-12 08:54:45,50.7,45.7
2024-01-12 08:54:50,50.5,45.7
2024-01-12 08:54:55,50.8,45.7
2024-01-12 08:55:00,50.4,45.7
2024-01-12 08:55:05,50.5,45.7
2024-01-12 08:55:10,50.6,45.7
2024-01-12 08:55:15,50.8,45.7
