time,cpu_usage,memory_usage,gpu_usage,gpu_memory_usage
2024-01-17 17:45:27,50.8,68.9,0.08,0.3076171875
2024-01-17 17:45:32,28.1,68.9,0.08,0.3076171875
2024-01-17 17:45:37,0.3,68.9,0.08,0.3076171875
2024-01-17 17:45:42,0.2,68.9,0.08,0.3076171875
2024-01-17 17:45:47,0.4,68.9,0.08,0.3076171875
2024-01-17 17:45:52,0.3,68.9,0.08,0.3076171875
2024-01-17 17:45:57,0.3,68.9,0.08,0.3076171875
2024-01-17 17:46:02,0.3,68.9,0.08,0.3076171875
2024-01-17 17:46:07,0.4,68.9,0.08,0.3076171875
2024-01-17 17:46:12,0.3,68.8,0.08,0.3076171875
2024-01-17 17:46:17,0.2,68.9,0.08,0.3076171875
2024-01-17 17:46:22,0.3,68.8,0.08,0.3076171875
2024-01-17 17:46:27,0.2,68.8,0.08,0.3076171875
2024-01-17 17:46:32,0.3,68.9,0.08,0.3076171875
2024-01-17 17:46:37,0.3,68.9,0.08,0.3076171875
2024-01-17 17:46:42,0.7,68.9,0.08,0.3076171875
2024-01-17 17:46:47,0.3,68.9,0.08,0.3076171875
2024-01-17 17:46:52,0.3,68.9,0.08,0.3076171875
2024-01-17 17:46:57,0.3,68.9,0.08,0.3076171875
2024-01-17 17:47:02,0.3,68.9,0.08,0.3076171875
2024-01-17 17:47:07,0.3,68.9,0.08,0.3076171875
2024-01-17 17:47:12,35.6,68.9,0.08,0.3076171875
2024-01-17 17:47:17,51.2,68.9,0.08,0.3076171875
2024-01-17 17:47:22,50.8,68.8,0.08,0.3076171875
2024-01-17 17:47:27,50.8,68.8,0.08,0.3076171875
2024-01-17 17:47:32,51.1,68.8,0.08,0.3076171875
2024-01-17 17:47:37,51.0,68.8,0.08,0.3076171875
2024-01-17 17:47:42,51.0,68.9,0.08,0.3076171875
2024-01-17 17:47:47,50.7,68.9,0.08,0.3076171875
2024-01-17 17:47:52,50.8,68.9,0.08,0.3076171875
2024-01-17 17:47:57,50.8,68.9,0.08,0.3076171875
2024-01-17 17:48:02,50.5,68.9,0.08,0.3076171875
2024-01-17 17:48:07,50.6,68.9,0.08,0.3076171875
2024-01-17 17:48:12,50.7,68.9,0.08,0.3076171875
2024-01-17 17:48:17,50.7,68.9,0.08,0.3076171875
2024-01-17 17:48:22,50.6,68.9,0.08,0.3076171875
2024-01-17 17:48:27,50.5,68.9,0.08,0.3076171875
2024-01-17 17:48:32,36.5,68.9,0.08,0.3076171875
2024-01-17 17:48:37,0.2,68.8,0.08,0.3076171875
2024-01-17 17:48:42,0.4,68.8,0.08,0.3076171875
2024-01-17 17:48:47,0.3,68.8,0.08,0.3076171875
2024-01-17 17:48:52,0.3,68.8,0.08,0.3076171875
2024-01-17 17:48:57,0.2,68.9,0.08,0.3076171875
2024-01-17 17:49:02,0.4,68.9,0.08,0.3076171875
2024-01-17 17:49:07,0.3,68.9,0.08,0.3076171875
2024-01-17 17:49:12,0.2,68.9,0.08,0.3076171875
2024-01-17 17:49:17,0.4,68.9,0.08,0.3076171875
2024-01-17 17:49:22,0.3,68.9,0.08,0.3076171875
2024-01-17 17:49:27,0.4,68.9,0.08,0.3076171875
2024-01-17 17:49:32,0.3,68.9,0.08,0.3076171875
2024-01-17 17:49:37,0.3,68.9,0.08,0.3076171875
2024-01-17 17:49:42,7.0,68.9,0.08,0.3076171875
2024-01-17 17:49:47,51.1,68.8,0.08,0.3076171875
2024-01-17 17:49:52,51.0,68.8,0.08,0.3076171875
2024-01-17 17:49:57,50.8,68.8,0.08,0.3076171875
2024-01-17 17:50:02,51.0,68.9,0.08,0.3076171875
2024-01-17 17:50:07,55.3,69.3,0.08,0.3076171875
2024-01-17 17:50:12,51.0,69.4,0.08,0.3076171875
2024-01-17 17:50:17,51.1,69.3,0.08,0.3076171875
2024-01-17 17:50:22,51.4,69.4,0.08,0.3076171875
2024-01-17 17:50:27,51.0,69.2,0.08,0.3076171875
2024-01-17 17:50:32,50.9,69.2,0.08,0.3076171875
2024-01-17 17:50:37,51.1,69.3,0.08,0.3076171875
2024-01-17 17:50:42,51.0,69.2,0.08,0.3076171875
2024-01-17 17:50:47,50.7,69.2,0.08,0.3076171875
2024-01-17 17:50:52,51.0,69.2,0.08,0.3076171875
2024-01-17 17:50:57,51.1,69.2,0.08,0.3076171875
2024-01-17 17:51:02,51.3,69.2,0.08,0.3076171875
2024-01-17 17:51:07,1.1,69.0,0.08,0.3076171875
2024-01-17 17:51:12,0.3,69.1,0.08,0.3076171875
2024-01-17 17:51:17,0.4,69.1,0.08,0.3076171875
2024-01-17 17:51:22,0.3,69.1,0.08,0.3076171875
2024-01-17 17:51:27,0.3,69.1,0.08,0.3076171875
2024-01-17 17:51:32,0.3,69.1,0.08,0.3076171875
2024-01-17 17:51:37,0.4,69.1,0.08,0.3076171875
2024-01-17 17:51:42,0.2,69.1,0.08,0.3076171875
2024-01-17 17:51:47,34.0,69.1,0.08,0.3076171875
2024-01-17 17:51:52,51.0,69.1,0.08,0.3076171875
2024-01-17 17:51:57,50.8,69.1,0.08,0.3076171875
2024-01-17 17:52:02,50.8,69.2,0.08,0.3076171875
2024-01-17 17:52:07,50.9,69.2,0.08,0.3076171875
2024-01-17 17:52:12,50.9,69.1,0.08,0.3076171875
2024-01-17 17:52:17,51.5,69.1,0.08,0.3076171875
2024-01-17 17:52:22,51.7,69.1,0.08,0.3076171875
2024-01-17 17:52:27,52.3,69.4,0.08,0.3076171875
2024-01-17 17:52:32,52.1,69.3,0.08,0.3076171875
2024-01-17 17:52:37,51.6,69.4,0.08,0.3076171875
2024-01-17 17:52:42,52.1,68.7,0.08,0.3076171875
2024-01-17 17:52:47,51.6,68.7,0.08,0.3076171875
2024-01-17 17:52:52,51.6,68.7,0.08,0.3076171875
2024-01-17 17:52:57,51.7,68.7,0.08,0.3076171875
2024-01-17 17:53:02,51.6,68.7,0.08,0.3076171875
2024-01-17 17:53:07,51.0,68.7,0.08,0.3076171875
2024-01-17 17:53:12,51.4,68.7,0.08,0.3076171875
2024-01-17 17:53:17,51.8,68.7,0.08,0.3076171875
2024-01-17 17:53:22,51.6,68.5,0.08,0.3076171875
2024-01-17 17:53:27,51.9,68.6,0.08,0.3076171875
2024-01-17 17:53:32,51.9,68.6,0.08,0.3076171875
2024-01-17 17:53:37,9.1,68.7,0.08,0.3076171875
2024-01-17 17:53:42,1.0,68.7,0.08,0.3076171875
2024-01-17 17:53:47,0.8,68.7,0.08,0.3076171875
2024-01-17 17:53:52,0.9,68.7,0.08,0.3076171875
2024-01-17 17:53:57,0.4,68.7,0.08,0.3076171875
2024-01-17 17:54:02,0.3,68.7,0.08,0.3076171875
2024-01-17 17:54:07,11.9,68.5,0.08,0.3076171875
2024-01-17 17:54:12,51.1,68.4,0.08,0.3076171875
2024-01-17 17:54:17,50.7,68.4,0.08,0.3076171875
2024-01-17 17:54:22,50.6,68.4,0.08,0.3076171875
2024-01-17 17:54:27,50.9,68.4,0.08,0.3076171875
2024-01-17 17:54:32,50.8,68.3,0.08,0.3076171875
2024-01-17 17:54:37,51.0,68.3,0.08,0.3076171875
2024-01-17 17:54:42,51.1,68.4,0.08,0.3076171875
2024-01-17 17:54:47,51.3,68.4,0.08,0.3076171875
